verb,mode,tense,person,term
trasnfixer,Subjonctif,Présent,1s,trasnfixe
trasnfixer,Subjonctif,Présent,2s,trasnfixes
trasnfixer,Subjonctif,Présent,3s,trasnfixe
trasnfixer,Subjonctif,Présent,1p,trasnfixions
trasnfixer,Subjonctif,Présent,2p,trasnfixiez
trasnfixer,Subjonctif,Présent,3p,trasnfixent
trasnfixer,Subjonctif,Imparfait,1s,trasnfixasse
trasnfixer,Subjonctif,Imparfait,2s,trasnfixasses
trasnfixer,Subjonctif,Imparfait,3s,trasnfixât
trasnfixer,Subjonctif,Imparfait,1p,trasnfixassions
trasnfixer,Subjonctif,Imparfait,2p,trasnfixassiez
trasnfixer,Subjonctif,Imparfait,3p,trasnfixassent
trasnfixer,Imperatif,Imperatif Présent,2s,trasnfixe
trasnfixer,Imperatif,Imperatif Présent,1p,trasnfixons
trasnfixer,Imperatif,Imperatif Présent,2p,trasnfixez
trasnfixer,Participe,Participe Présent,,trasnfixant
trasnfixer,Participe,Participe Passé,ms,trasnfixé
trasnfixer,Participe,Participe Passé,mp,trasnfixés
trasnfixer,Participe,Participe Passé,fs,trasnfixée
trasnfixer,Participe,Participe Passé,fp,trasnfixées
demander,Infinitif,Infinitif Présent,,demander
demander,Indicatif,Présent,1s,demande
demander,Indicatif,Présent,2s,demandes
demander,Indicatif,Présent,3s,demande
demander,Indicatif,Présent,1p,demandons
demander,Indicatif,Présent,2p,demandez
demander,Indicatif,Présent,3p,demandent
demander,Indicatif,Imparfait,1s,demandais
demander,Indicatif,Imparfait,2s,demandais
demander,Indicatif,Imparfait,3s,demandait
demander,Indicatif,Imparfait,1p,demandions
demander,Indicatif,Imparfait,2p,demandiez
demander,Indicatif,Imparfait,3p,demandaient
demander,Indicatif,Futur,1s,demanderai
demander,Indicatif,Futur,2s,demanderas
demander,Indicatif,Futur,3s,demandera
demander,Indicatif,Futur,1p,demanderons
demander,Indicatif,Futur,2p,demanderez
demander,Indicatif,Futur,3p,demanderont
demander,Indicatif,Passé Simple,1s,demandai
demander,Indicatif,Passé Simple,2s,demandas
demander,Indicatif,Passé Simple,3s,demanda
demander,Indicatif,Passé Simple,1p,demandâmes
demander,Indicatif,Passé Simple,2p,demandâtes
demander,Indicatif,Passé Simple,3p,demandèrent
demander,Conditionnel,Présent,1s,demanderais
demander,Conditionnel,Présent,2s,demanderais
demander,Conditionnel,Présent,3s,demanderait
demander,Conditionnel,Présent,1p,demanderions
demander,Conditionnel,Présent,2p,demanderiez
demander,Conditionnel,Présent,3p,demanderaient
demander,Subjonctif,Présent,1s,demande
demander,Subjonctif,Présent,2s,demandes
demander,Subjonctif,Présent,3s,demande
demander,Subjonctif,Présent,1p,demandions
demander,Subjonctif,Présent,2p,demandiez
demander,Subjonctif,Présent,3p,demandent
demander,Subjonctif,Imparfait,1s,demandasse
demander,Subjonctif,Imparfait,2s,demandasses
demander,Subjonctif,Imparfait,3s,demandât
demander,Subjonctif,Imparfait,1p,demandassions
demander,Subjonctif,Imparfait,2p,demandassiez
demander,Subjonctif,Imparfait,3p,demandassent
demander,Imperatif,Imperatif Présent,2s,demande
demander,Imperatif,Imperatif Présent,1p,demandons
demander,Imperatif,Imperatif Présent,2p,demandez
demander,Participe,Participe Présent,,demandant
demander,Participe,Participe Passé,ms,demandé
demander,Participe,Participe Passé,mp,demandés
demander,Participe,Participe Passé,fs,demandée
demander,Participe,Participe Passé,fp,demandées
moucheter,Infinitif,Infinitif Présent,,moucheter
moucheter,Indicatif,Présent,1s,mouchette
moucheter,Indicatif,Présent,2s,mouchettes
moucheter,Indicatif,Présent,3s,mouchette
moucheter,Indicatif,Présent,1p,mouchetons
moucheter,Indicatif,Présent,2p,mouchetez
moucheter,Indicatif,Présent,3p,mouchettent
moucheter,Indicatif,Imparfait,1s,mouchetais
moucheter,Indicatif,Imparfait,2s,mouchetais
moucheter,Indicatif,Imparfait,3s,mouchetait
moucheter,Indicatif,Imparfait,1p,mouchetions
moucheter,Indicatif,Imparfait,2p,mouchetiez
moucheter,Indicatif,Imparfait,3p,mouchetaient
moucheter,Indicatif,Futur,1s,mouchetterai
moucheter,Indicatif,Futur,2s,mouchetteras
moucheter,Indicatif,Futur,3s,mouchettera
moucheter,Indicatif,Futur,1p,mouchetterons
moucheter,Indicatif,Futur,2p,mouchetterez
moucheter,Indicatif,Futur,3p,mouchetteront
moucheter,Indicatif,Passé Simple,1s,mouchetai
moucheter,Indicatif,Passé Simple,2s,mouchetas
moucheter,Indicatif,Passé Simple,3s,moucheta
moucheter,Indicatif,Passé Simple,1p,mouchetâmes
moucheter,Indicatif,Passé Simple,2p,mouchetâtes
moucheter,Indicatif,Passé Simple,3p,mouchetèrent
moucheter,Conditionnel,Présent,1s,mouchetterais
moucheter,Conditionnel,Présent,2s,mouchetterais
moucheter,Conditionnel,Présent,3s,mouchetterait
moucheter,Conditionnel,Présent,1p,mouchetterions
moucheter,Conditionnel,Présent,2p,mouchetteriez
moucheter,Conditionnel,Présent,3p,mouchetteraient
moucheter,Subjonctif,Présent,1s,mouchette
moucheter,Subjonctif,Présent,2s,mouchettes
moucheter,Subjonctif,Présent,3s,mouchette
moucheter,Subjonctif,Présent,1p,mouchetions
moucheter,Subjonctif,Présent,2p,mouchetiez
moucheter,Subjonctif,Présent,3p,mouchettent
moucheter,Subjonctif,Imparfait,1s,mouchetasse
moucheter,Subjonctif,Imparfait,2s,mouchetasses
moucheter,Subjonctif,Imparfait,3s,mouchetât
moucheter,Subjonctif,Imparfait,1p,mouchetassions
moucheter,Subjonctif,Imparfait,2p,mouchetassiez
moucheter,Subjonctif,Imparfait,3p,mouchetassent
moucheter,Imperatif,Imperatif Présent,2s,mouchette
moucheter,Imperatif,Imperatif Présent,1p,mouchetons
moucheter,Imperatif,Imperatif Présent,2p,mouchetez
moucheter,Participe,Participe Présent,,mouchetant
moucheter,Participe,Participe Passé,ms,moucheté
moucheter,Participe,Participe Passé,mp,mouchetés
moucheter,Participe,Participe Passé,fs,mouchetée
moucheter,Participe,Participe Passé,fp,mouchetées
calculer,Infinitif,Infinitif Présent,,calculer
calculer,Indicatif,Présent,1s,calcule
calculer,Indicatif,Présent,2s,calcules
calculer,Indicatif,Présent,3s,calcule
calculer,Indicatif,Présent,1p,calculons
calculer,Indicatif,Présent,2p,calculez
calculer,Indicatif,Présent,3p,calculent
calculer,Indicatif,Imparfait,1s,calculais
calculer,Indicatif,Imparfait,2s,calculais
calculer,Indicatif,Imparfait,3s,calculait
calculer,Indicatif,Imparfait,1p,calculions
calculer,Indicatif,Imparfait,2p,calculiez
calculer,Indicatif,Imparfait,3p,calculaient
calculer,Indicatif,Futur,1s,calculerai
calculer,Indicatif,Futur,2s,calculeras
calculer,Indicatif,Futur,3s,calculera
calculer,Indicatif,Futur,1p,calculerons
calculer,Indicatif,Futur,2p,calculerez
calculer,Indicatif,Futur,3p,calculeront
calculer,Indicatif,Passé Simple,1s,calculai
calculer,Indicatif,Passé Simple,2s,calculas
calculer,Indicatif,Passé Simple,3s,calcula
calculer,Indicatif,Passé Simple,1p,calculâmes
calculer,Indicatif,Passé Simple,2p,calculâtes
calculer,Indicatif,Passé Simple,3p,calculèrent
calculer,Conditionnel,Présent,1s,calculerais
calculer,Conditionnel,Présent,2s,calculerais
calculer,Conditionnel,Présent,3s,calculerait
calculer,Conditionnel,Présent,1p,calculerions
calculer,Conditionnel,Présent,2p,calculeriez
calculer,Conditionnel,Présent,3p,calculeraient
calculer,Subjonctif,Présent,1s,calcule
calculer,Subjonctif,Présent,2s,calcules
calculer,Subjonctif,Présent,3s,calcule
calculer,Subjonctif,Présent,1p,calculions
calculer,Subjonctif,Présent,2p,calculiez
calculer,Subjonctif,Présent,3p,calculent
calculer,Subjonctif,Imparfait,1s,calculasse
calculer,Subjonctif,Imparfait,2s,calculasses
calculer,Subjonctif,Imparfait,3s,calculât
calculer,Subjonctif,Imparfait,1p,calculassions
calculer,Subjonctif,Imparfait,2p,calculassiez
calculer,Subjonctif,Imparfait,3p,calculassent
calculer,Imperatif,Imperatif Présent,2s,calcule
calculer,Imperatif,Imperatif Présent,1p,calculons
calculer,Imperatif,Imperatif Présent,2p,calculez
calculer,Participe,Participe Présent,,calculant
calculer,Participe,Participe Passé,ms,calculé
calculer,Participe,Participe Passé,mp,calculés
calculer,Participe,Participe Passé,fs,calculée
calculer,Participe,Participe Passé,fp,calculées
compléter,Infinitif,Infinitif Présent,,compléter
compléter,Indicatif,Présent,1s,complète
compléter,Indicatif,Présent,2s,complètes
compléter,Indicatif,Présent,3s,complète
compléter,Indicatif,Présent,1p,complétons
compléter,Indicatif,Présent,2p,complétez
compléter,Indicatif,Présent,3p,complètent
compléter,Indicatif,Imparfait,1s,complétais
compléter,Indicatif,Imparfait,2s,complétais
compléter,Indicatif,Imparfait,3s,complétait
compléter,Indicatif,Imparfait,1p,complétions
compléter,Indicatif,Imparfait,2p,complétiez
compléter,Indicatif,Imparfait,3p,complétaient
compléter,Indicatif,Futur,1s,compléterai
compléter,Indicatif,Futur,2s,compléteras
compléter,Indicatif,Futur,3s,complétera
compléter,Indicatif,Futur,1p,compléterons
compléter,Indicatif,Futur,2p,compléterez
compléter,Indicatif,Futur,3p,compléteront
compléter,Indicatif,Passé Simple,1s,complétai
compléter,Indicatif,Passé Simple,2s,complétas
compléter,Indicatif,Passé Simple,3s,compléta
compléter,Indicatif,Passé Simple,1p,complétâmes
compléter,Indicatif,Passé Simple,2p,complétâtes
compléter,Indicatif,Passé Simple,3p,complétèrent
compléter,Conditionnel,Présent,1s,compléterais
compléter,Conditionnel,Présent,2s,compléterais
compléter,Conditionnel,Présent,3s,compléterait
compléter,Conditionnel,Présent,1p,compléterions
compléter,Conditionnel,Présent,2p,compléteriez
compléter,Conditionnel,Présent,3p,compléteraient
compléter,Subjonctif,Présent,1s,complète
compléter,Subjonctif,Présent,2s,complètes
compléter,Subjonctif,Présent,3s,complète
compléter,Subjonctif,Présent,1p,complétions
compléter,Subjonctif,Présent,2p,complétiez
compléter,Subjonctif,Présent,3p,complètent
compléter,Subjonctif,Imparfait,1s,complétasse
compléter,Subjonctif,Imparfait,2s,complétasses
compléter,Subjonctif,Imparfait,3s,complétât
compléter,Subjonctif,Imparfait,1p,complétassions
compléter,Subjonctif,Imparfait,2p,complétassiez
compléter,Subjonctif,Imparfait,3p,complétassent
compléter,Imperatif,Imperatif Présent,2s,complète
compléter,Imperatif,Imperatif Présent,1p,complétons
compléter,Imperatif,Imperatif Présent,2p,complétez
compléter,Participe,Participe Présent,,complétant
compléter,Participe,Participe Passé,ms,complété
compléter,Participe,Participe Passé,mp,complétés
compléter,Participe,Participe Passé,fs,complétée
compléter,Participe,Participe Passé,fp,complétées
parasiter,Infinitif,Infinitif Présent,,parasiter
parasiter,Indicatif,Présent,1s,parasite
parasiter,Indicatif,Présent,2s,parasites
parasiter,Indicatif,Présent,3s,parasite
parasiter,Indicatif,Présent,1p,parasitons
parasiter,Indicatif,Présent,2p,parasitez
parasiter,Indicatif,Présent,3p,parasitent
parasiter,Indicatif,Imparfait,1s,parasitais
parasiter,Indicatif,Imparfait,2s,parasitais
parasiter,Indicatif,Imparfait,3s,parasitait
parasiter,Indicatif,Imparfait,1p,parasitions
parasiter,Indicatif,Imparfait,2p,parasitiez
parasiter,Indicatif,Imparfait,3p,parasitaient
parasiter,Indicatif,Futur,1s,parasiterai
parasiter,Indicatif,Futur,2s,parasiteras
parasiter,Indicatif,Futur,3s,parasitera
parasiter,Indicatif,Futur,1p,parasiterons
parasiter,Indicatif,Futur,2p,parasiterez
parasiter,Indicatif,Futur,3p,parasiteront
parasiter,Indicatif,Passé Simple,1s,parasitai
parasiter,Indicatif,Passé Simple,2s,parasitas
parasiter,Indicatif,Passé Simple,3s,parasita
parasiter,Indicatif,Passé Simple,1p,parasitâmes
parasiter,Indicatif,Passé Simple,2p,parasitâtes
parasiter,Indicatif,Passé Simple,3p,parasitèrent
parasiter,Conditionnel,Présent,1s,parasiterais
parasiter,Conditionnel,Présent,2s,parasiterais
parasiter,Conditionnel,Présent,3s,parasiterait
parasiter,Conditionnel,Présent,1p,parasiterions
parasiter,Conditionnel,Présent,2p,parasiteriez
parasiter,Conditionnel,Présent,3p,parasiteraient
parasiter,Subjonctif,Présent,1s,parasite
parasiter,Subjonctif,Présent,2s,parasites
parasiter,Subjonctif,Présent,3s,parasite
parasiter,Subjonctif,Présent,1p,parasitions
parasiter,Subjonctif,Présent,2p,parasitiez
parasiter,Subjonctif,Présent,3p,parasitent
parasiter,Subjonctif,Imparfait,1s,parasitasse
parasiter,Subjonctif,Imparfait,2s,parasitasses
parasiter,Subjonctif,Imparfait,3s,parasitât
parasiter,Subjonctif,Imparfait,1p,parasitassions
parasiter,Subjonctif,Imparfait,2p,parasitassiez
parasiter,Subjonctif,Imparfait,3p,parasitassent
parasiter,Imperatif,Imperatif Présent,2s,parasite
parasiter,Imperatif,Imperatif Présent,1p,parasitons
parasiter,Imperatif,Imperatif Présent,2p,parasitez
parasiter,Participe,Participe Présent,,parasitant
parasiter,Participe,Participe Passé,ms,parasité
parasiter,Participe,Participe Passé,mp,parasités
parasiter,Participe,Participe Passé,fs,parasitée
parasiter,Participe,Participe Passé,fp,parasitées
recontacter,Infinitif,Infinitif Présent,,recontacter
recontacter,Indicatif,Présent,1s,recontacte
recontacter,Indicatif,Présent,2s,recontactes
recontacter,Indicatif,Présent,3s,recontacte
recontacter,Indicatif,Présent,1p,recontactons
recontacter,Indicatif,Présent,2p,recontactez
recontacter,Indicatif,Présent,3p,recontactent
recontacter,Indicatif,Imparfait,1s,recontactais
recontacter,Indicatif,Imparfait,2s,recontactais
recontacter,Indicatif,Imparfait,3s,recontactait
recontacter,Indicatif,Imparfait,1p,recontactions
recontacter,Indicatif,Imparfait,2p,recontactiez
recontacter,Indicatif,Imparfait,3p,recontactaient
recontacter,Indicatif,Futur,1s,recontacterai
recontacter,Indicatif,Futur,2s,recontacteras
recontacter,Indicatif,Futur,3s,recontactera
recontacter,Indicatif,Futur,1p,recontacterons
recontacter,Indicatif,Futur,2p,recontacterez
recontacter,Indicatif,Futur,3p,recontacteront
recontacter,Indicatif,Passé Simple,1s,recontactai
recontacter,Indicatif,Passé Simple,2s,recontactas
recontacter,Indicatif,Passé Simple,3s,recontacta
recontacter,Indicatif,Passé Simple,1p,recontactâmes
recontacter,Indicatif,Passé Simple,2p,recontactâtes
recontacter,Indicatif,Passé Simple,3p,recontactèrent
recontacter,Conditionnel,Présent,1s,recontacterais
recontacter,Conditionnel,Présent,2s,recontacterais
recontacter,Conditionnel,Présent,3s,recontacterait
recontacter,Conditionnel,Présent,1p,recontacterions
recontacter,Conditionnel,Présent,2p,recontacteriez
recontacter,Conditionnel,Présent,3p,recontacteraient
recontacter,Subjonctif,Présent,1s,recontacte
recontacter,Subjonctif,Présent,2s,recontactes
recontacter,Subjonctif,Présent,3s,recontacte
recontacter,Subjonctif,Présent,1p,recontactions
recontacter,Subjonctif,Présent,2p,recontactiez
recontacter,Subjonctif,Présent,3p,recontactent
recontacter,Subjonctif,Imparfait,1s,recontactasse
recontacter,Subjonctif,Imparfait,2s,recontactasses
recontacter,Subjonctif,Imparfait,3s,recontactât
recontacter,Subjonctif,Imparfait,1p,recontactassions
recontacter,Subjonctif,Imparfait,2p,recontactassiez
recontacter,Subjonctif,Imparfait,3p,recontactassent
recontacter,Imperatif,Imperatif Présent,2s,recontacte
recontacter,Imperatif,Imperatif Présent,1p,recontactons
recontacter,Imperatif,Imperatif Présent,2p,recontactez
recontacter,Participe,Participe Présent,,recontactant
recontacter,Participe,Participe Passé,ms,recontacté
recontacter,Participe,Participe Passé,mp,recontactés
recontacter,Participe,Participe Passé,fs,recontactée
recontacter,Participe,Participe Passé,fp,recontactées
réévaluer,Infinitif,Infinitif Présent,,réévaluer
réévaluer,Indicatif,Présent,1s,réévalue
réévaluer,Indicatif,Présent,2s,réévalues
réévaluer,Indicatif,Présent,3s,réévalue
réévaluer,Indicatif,Présent,1p,réévaluons
réévaluer,Indicatif,Présent,2p,réévaluez
réévaluer,Indicatif,Présent,3p,réévaluent
réévaluer,Indicatif,Imparfait,1s,réévaluais
réévaluer,Indicatif,Imparfait,2s,réévaluais
réévaluer,Indicatif,Imparfait,3s,réévaluait
réévaluer,Indicatif,Imparfait,1p,réévaluions
réévaluer,Indicatif,Imparfait,2p,réévaluiez
réévaluer,Indicatif,Imparfait,3p,réévaluaient
réévaluer,Indicatif,Futur,1s,réévaluerai
réévaluer,Indicatif,Futur,2s,réévalueras
réévaluer,Indicatif,Futur,3s,réévaluera
réévaluer,Indicatif,Futur,1p,réévaluerons
réévaluer,Indicatif,Futur,2p,réévaluerez
réévaluer,Indicatif,Futur,3p,réévalueront
réévaluer,Indicatif,Passé Simple,1s,réévaluai
réévaluer,Indicatif,Passé Simple,2s,réévaluas
réévaluer,Indicatif,Passé Simple,3s,réévalua
réévaluer,Indicatif,Passé Simple,1p,réévaluâmes
réévaluer,Indicatif,Passé Simple,2p,réévaluâtes
réévaluer,Indicatif,Passé Simple,3p,réévaluèrent
réévaluer,Conditionnel,Présent,1s,réévaluerais
réévaluer,Conditionnel,Présent,2s,réévaluerais
réévaluer,Conditionnel,Présent,3s,réévaluerait
réévaluer,Conditionnel,Présent,1p,réévaluerions
réévaluer,Conditionnel,Présent,2p,réévalueriez
réévaluer,Conditionnel,Présent,3p,réévalueraient
réévaluer,Subjonctif,Présent,1s,réévalue
réévaluer,Subjonctif,Présent,2s,réévalues
réévaluer,Subjonctif,Présent,3s,réévalue
réévaluer,Subjonctif,Présent,1p,réévaluions
réévaluer,Subjonctif,Présent,2p,réévaluiez
réévaluer,Subjonctif,Présent,3p,réévaluent
réévaluer,Subjonctif,Imparfait,1s,réévaluasse
réévaluer,Subjonctif,Imparfait,2s,réévaluasses
réévaluer,Subjonctif,Imparfait,3s,réévaluât
réévaluer,Subjonctif,Imparfait,1p,réévaluassions
réévaluer,Subjonctif,Imparfait,2p,réévaluassiez
réévaluer,Subjonctif,Imparfait,3p,réévaluassent
réévaluer,Imperatif,Imperatif Présent,2s,réévalue
réévaluer,Imperatif,Imperatif Présent,1p,réévaluons
réévaluer,Imperatif,Imperatif Présent,2p,réévaluez
réévaluer,Participe,Participe Présent,,réévaluant
réévaluer,Participe,Participe Passé,ms,réévalué
réévaluer,Participe,Participe Passé,mp,réévalués
réévaluer,Participe,Participe Passé,fs,réévaluée
réévaluer,Participe,Participe Passé,fp,réévaluées
realiser,Infinitif,Infinitif Présent,,realiser
realiser,Indicatif,Présent,1s,realise
realiser,Indicatif,Présent,2s,realises
realiser,Indicatif,Présent,3s,realise
realiser,Indicatif,Présent,1p,realisons
realiser,Indicatif,Présent,2p,realisez
realiser,Indicatif,Présent,3p,realisent
realiser,Indicatif,Imparfait,1s,realisais
realiser,Indicatif,Imparfait,2s,realisais
realiser,Indicatif,Imparfait,3s,realisait
realiser,Indicatif,Imparfait,1p,realisions
realiser,Indicatif,Imparfait,2p,realisiez
realiser,Indicatif,Imparfait,3p,realisaient
realiser,Indicatif,Futur,1s,realiserai
realiser,Indicatif,Futur,2s,realiseras
realiser,Indicatif,Futur,3s,realisera
realiser,Indicatif,Futur,1p,realiserons
realiser,Indicatif,Futur,2p,realiserez
realiser,Indicatif,Futur,3p,realiseront
realiser,Indicatif,Passé Simple,1s,realisai
realiser,Indicatif,Passé Simple,2s,realisas
realiser,Indicatif,Passé Simple,3s,realisa
realiser,Indicatif,Passé Simple,1p,realisâmes
realiser,Indicatif,Passé Simple,2p,realisâtes
realiser,Indicatif,Passé Simple,3p,realisèrent
realiser,Conditionnel,Présent,1s,realiserais
realiser,Conditionnel,Présent,2s,realiserais
realiser,Conditionnel,Présent,3s,realiserait
realiser,Conditionnel,Présent,1p,realiserions
realiser,Conditionnel,Présent,2p,realiseriez
realiser,Conditionnel,Présent,3p,realiseraient
realiser,Subjonctif,Présent,1s,realise
realiser,Subjonctif,Présent,2s,realises
realiser,Subjonctif,Présent,3s,realise
realiser,Subjonctif,Présent,1p,realisions
realiser,Subjonctif,Présent,2p,realisiez
realiser,Subjonctif,Présent,3p,realisent
realiser,Subjonctif,Imparfait,1s,realisasse
realiser,Subjonctif,Imparfait,2s,realisasses
realiser,Subjonctif,Imparfait,3s,realisât
realiser,Subjonctif,Imparfait,1p,realisassions
realiser,Subjonctif,Imparfait,2p,realisassiez
realiser,Subjonctif,Imparfait,3p,realisassent
realiser,Imperatif,Imperatif Présent,2s,realise
realiser,Imperatif,Imperatif Présent,1p,realisons
